0,92,67
1,91,67
2,91,68
3,90,68
4,94,63
5,95,62
6,94,65
7,94,65
8,94,64
9,92,65
10,92,64
11,92,64
12,92,63
13,92,63
14,92,63
15,92,60
16,92,59
17,93,59
18,93,59
19,94,58
20,94,57
21,94,55
22,94,54
23,96,54
24,97,53
25,97,52
26,98,52
27,99,51
28,99,50
29,100,50
30,100,49
31,100,49
32,101,48
33,101,48
34,102,47
35,102,48
36,102,49
37,103,48
38,103,48
39,103,49
40,103,48
41,102,49
42,100,49
43,98,51
44,98,50
45,95,52
46,92,53
47,88,55
48,85,56
49,85,56
50,84,56
51,84,56
52,83,56
53,75,62
54,68,63
55,62,65
56,60,65
57,59,66
58,58,66
59,57,66
60,55,67
61,54,67
62,53,68
63,52,68
64,50,68
65,49,69
66,48,69
67,54,70
68,57,72
69,57,72
70,56,73
71,57,70
72,59,69
73,59,69
74,60,67
75,62,65
76,63,63
77,64,61
78,66,58
79,68,57
80,71,54
81,73,53
82,75,51
83,79,49
84,83,47
85,87,46
86,90,45
87,94,44
88,98,43
89,102,43
90,103,42
91,104,42
92,109,42
93,114,42
94,116,41
95,117,40
96,119,40
97,120,39
98,122,39
99,122,42
100,121,43
101,121,45
102,119,46
103,118,47
104,119,47
105,115,49
106,111,50
107,108,51
108,104,51
109,100,51
110,98,51
111,94,51
112,92,50
113,88,50
114,86,50
115,84,50
116,82,49
117,80,49
118,78,49
119,76,47
120,75,47
121,74,47
122,73,47
123,73,47
124,72,48
125,72,48
126,71,48
127,71,48
128,71,48
129,71,48
130,71,48
131,71,48
132,70,48
133,70,48
134,70,48
135,70,48
136,71,48
137,71,48
138,71,48
139,71,48
140,72,48
141,73,48
142,74,48
143,74,48
144,75,48
145,75,48
146,78,48
147,79,48
148,80,48
149,80,48
150,81,48
151,82,48
152,82,48
153,83,48
154,83,48
155,83,48
156,84,48
157,85,48
158,85,48
159,84,48
160,85,48
161,86,48
162,86,48
163,86,48
164,85,49
165,85,49
166,85,50
167,85,51
168,86,51
169,86,52
170,86,54
171,86,55
172,87,56
173,87,56
174,87,56
175,88,58
176,89,59
177,89,59
178,89,60
179,90,61
180,90,62
181,90,62
182,91,61
183,92,61
184,92,61
185,92,62
186,94,62
187,94,62
188,94,63
189,95,63
190,99,64
191,99,65
192,104,68
193,107,69
194,107,70
195,108,70
196,109,71
197,110,71
198,110,72
199,111,72
200,112,73
201,113,73
202,113,74
203,114,74
204,115,75
205,116,76
206,116,76
207,117,77
208,118,77
209,119,78
210,119,78
211,120,79
212,121,79
213,114,64
214,110,59
215,107,58
216,102,56
217,98,55
218,93,54
219,87,52
220,82,51
221,78,51
222,75,51
223,70,52
224,66,52
225,63,52
226,61,52
227,58,53
228,57,53
229,57,54
230,57,56
231,58,57
232,60,58
233,59,58
234,58,59
235,57,59
236,56,59
237,55,59
238,54,59
239,69,63
240,68,63
241,68,63
242,68,64
243,67,64
244,67,64
245,83,64
246,90,65
247,95,65
248,98,65
249,99,64
250,100,63
251,99,63
252,99,63
253,99,63
254,99,62
255,97,61
256,96,61
